2022-02-01 14:22:39.045040100;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 14:22:39.106533400;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 14:23:15.200567900;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 14:23:15.263555;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 14:27:01.426550100;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 14:27:01.517586800;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 14:53:42.388656900;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 14:53:42.452656500;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 15:01:12.674128600;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;500;-;Internal Error. Please, contact your administrator.
2022-02-01 15:01:12.738123800;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;500;-;Internal Error. Please, contact your administrator.
2022-02-01 15:02:28.255693100;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 15:02:28.319692400;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;500;-;Internal Error. Please, contact your administrator.
2022-02-01 15:31:38.907034500;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 15:31:38.974041400;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;500;-;Internal Error. Please, contact your administrator.
2022-02-01 16:41:06.074390100;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 16:41:06.137404400;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;500;-;Internal Error. Please, contact your administrator.
2022-02-01 16:53:10.694393100;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;Attribute DB Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 16:53:10.758890400;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;500;-;Internal Error. Please, contact your administrator.
2022-02-01 16:58:52.026640300;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;V_Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 16:58:52.091640400;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;V_Name is not an attribute of the XP_VPMReference_Ext type
2022-02-01 17:01:41.572929300;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;500;-;Internal Error. Please, contact your administrator.
2022-02-01 17:01:41.639444400;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;500;-;Internal Error. Please, contact your administrator.
2022-02-01 17:06:29.896972400;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;VPMReference.V_IsManufacturable is not an attribute of the XP_VPMReference_Ext type
2022-02-01 17:06:29.963967900;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;VPMReference.V_IsManufacturable is not an attribute of the XP_VPMReference_Ext type
2022-02-01 17:06:49.360603700;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;VPMReference.V_IsManufacturable is not an attribute of the XP_VPMReference_Ext type
2022-02-01 17:06:49.423648200;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;VPMReference.V_IsManufacturable is not an attribute of the XP_VPMReference_Ext type
2022-02-01 17:07:26.303951500;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;IsManufacturable is not an attribute of the XP_VPMReference_Ext type
2022-02-01 17:07:26.366950700;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;IsManufacturable is not an attribute of the XP_VPMReference_Ext type
2022-02-01 17:08:27.836081400;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;IsManufacturable is not an attribute of the XP_VPMReference_Ext type
2022-02-01 17:08:27.904067200;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;IsManufacturable is not an attribute of the XP_VPMReference_Ext type
2022-02-01 17:09:20.860160200;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;IsManufacturable is not an attribute of the XP_VPMReference_Ext type
2022-02-01 17:09:20.929153100;WSAMZN-VF63K6L6;loading IngItem;Import KO;IngItem;-;-;400;-;IsManufacturable is not an attribute of the XP_VPMReference_Ext type
